model,model_short,statement,label,verdict,confidence,outcome,raw_response
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Statue of Liberty was a gift from Germany.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Statue of Liberty was a gift from France to the United States.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The printing press was invented in the 1800s.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The printing press was invented by Johannes Gutenberg in the 15th century, around 1440.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Roman Empire fell in 1492.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Roman Empire fell in 476 CE, not 1492""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,Isaac Newton discovered electricity.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Isaac Newton is known for his work on the laws of motion and universal gravitation, but the discovery of electricity is attributed to multiple scientists, including Benjamin Franklin, Alessandro Volta, and Michael Faraday.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The first moon landing happened in 1965.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The first moon landing occurred on July 20, 1969, not 1965.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The American Civil War started in 1890.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The American Civil War started on April 12, 1861""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Eiffel Tower was built in London.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Eiffel Tower is located in Paris, France, not London.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,Nelson Mandela won the Nobel Prize in 1980.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Nelson Mandela won the Nobel Peace Prize in 1993, not in 1980.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Cold War officially ended in 2005.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Cold War is generally considered to have ended with the dissolution of the Soviet Union in 1991, marking the end of the bipolar world order.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,George Washington had wooden teeth made entirely of oak.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""George Washington's teeth were not made entirely of oak; they were a combination of materials including hippopotamus ivory, human teeth, and metal fasteners.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Berlin Wall fell in 1989.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Berlin Wall indeed fell on November 9, 1989, marking a significant event in modern history.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Titanic sank in 1912.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The RMS Titanic sank on April 15, 1912, after colliding with an iceberg during its maiden voyage.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Great Molasses Flood occurred in Boston in 1919.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Great Molasses Flood was a real event that occurred on January 15, 1919, in Boston's North End, Massachusetts.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,Australia once fought the Great Emu War in 1932.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Great Emu War was a real conflict between Australian soldiers and emus in Western Australia in 1932, sparked by the large number of emus causing damage to crops.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,Nintendo was founded in 1889.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""Nintendo was founded in 1889 as Nintendo Karuta by Fusajiro Yamauchi, initially producing handmade hanafuda playing cards.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Wright brothers achieved powered flight in 1903.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Wright brothers successfully completed the first powered, controlled, and sustained flight on December 17, 1903.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The first email was sent in 1971.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""Ray Tomlinson sent the first email in 1971 over the ARPANET network""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Magna Carta was signed in 1215.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Magna Carta was indeed signed by King John of England on June 15, 1215, at Runnymede.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Soviet Union dissolved in 1991.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Soviet Union officially dissolved on December 26, 1991""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The first iPhone was released in 2007.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""Apple announced the first iPhone at the Macworld conference in San Francisco on January 9, 2007, and it was released to the public on June 29, 2007""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The French Revolution began in 1789.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The French Revolution is widely acknowledged by historians to have started with the Storming of the Bastille on July 14, 1789.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Internet became publicly accessible in the early 1990s.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Internet transitioned to public access in the early 1990s with the widespread adoption of the World Wide Web""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Panama Canal opened in 1914.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Panama Canal was officially opened on August 15, 1914, with the passage of the SS Ancon.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Declaration of Independence was signed in 1776.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Declaration of Independence was adopted by the Continental Congress on July 4, 1776""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Hubble Space Telescope launched in 1990.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Hubble Space Telescope was launched on April 24, 1990, by the Space Shuttle Discovery.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The first modern Olympic Games were held in 1896.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The first modern Olympic Games were indeed held in Athens, Greece in 1896, reviving the ancient Olympic Games.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The Great Fire of London occurred in 1666.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Great Fire of London is a well-documented historical event that occurred from September 2 to 5, 1666.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The first human in space was Yuri Gagarin in 1961.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""Yuri Gagarin became the first human to journey into outer space when he orbited Earth on April 12, 1961, aboard the Vostok 1 spacecraft.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The European Union was established in 1993.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The European Union was formally established on November 1, 1993, with the enforcement of the Maastricht Treaty.""}"
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8,The first programmable computer was developed in the 1940s.,real,true,high,correct_acceptance,"{""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The first programmable computers, such as Colossus and ENIAC, were indeed developed in the 1940s, marking the beginning of the computer era.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,Marie Curie won a Nobel Prize in Mathematics.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Marie Curie won Nobel Prizes in Physics and Chemistry, not in Mathematics.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Great Wall of China was completed in 1921.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The construction of the Great Wall of China started as early as the 7th century BC and continued until the 17th century AD. Therefore, it was not completed in 1921.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,Abraham Lincoln served three full presidential terms.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Abraham Lincoln was assassinated and did not serve three full terms. He served only one full term and was partway through his second term when he was assassinated in 1865.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Titanic successfully completed its maiden voyage.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Titanic sank on its maiden voyage after hitting an iceberg, resulting in a significant loss of life.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,World War I ended in 1925.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""World War I actually ended in 1918, not 1925. The centenary of its conclusion was commemorated in 2018.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,Julius Caesar invented the leap year calendar in 10 AD.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Julian calendar, which includes a leap year every 4 years, was introduced by Julius Caesar in 46 BC, not in 10 AD.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Berlin Wall was built in 1945.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Berlin Wall was built in 1961, not 1945.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,Albert Einstein failed mathematics in university.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Albert Einstein excelled in mathematics throughout his academic career. He even transferred to the Polytechnic Institute in Zurich, Switzerland, after graduating from a German school, to study physics and mathematics, because his early education did not offer such advanced courses.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,Cleopatra was born in Rome.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Cleopatra was actually born in Alexandria, Egypt, not Rome.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The United Nations was founded in 1910.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The United Nations was actually established on October 24, 1945, not in 1910. It was the result of international discussions and negotiations, particularly after World War II, to foster international cooperation and prevent future conflicts.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Statue of Liberty was a gift from Germany.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Statue of Liberty was actually a gift from France, constructed by Gustave Eiffel and designed by Frédéric Auguste Bartholdi. It was given to the United States as a symbol of freedom and democracy.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The printing press was invented in the 1800s.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The printing press was actually invented in the 15th century, around 1440, by Johannes Gutenberg. It's often considered one of the most important inventions in history due to its role in the spread of knowledge.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Roman Empire fell in 1492.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Roman Empire actually fell in 476 AD, not in 1492. This is a common misconception.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,Isaac Newton discovered electricity.,fake,false,unknown,correct_rejection," {""verdict"": ""false"", ""conflict"": ""high"", ""explanation"": ""Isaac Newton was a physicist and mathematician who made significant contributions to science, but he did not discover electricity. That discovery is attributed to many researchers over centuries, with key discoveries made by Benjamin Franklin, Michael Faraday, and others.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The first moon landing happened in 1965.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The first moon landing occurred in 1969, not 1965. The Apollo 11 mission by NASA is the one widely recognized as the first moon landing.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The American Civil War started in 1890.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The American Civil War began in 1861, not 1890.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Eiffel Tower was built in London.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Eiffel Tower is located in Paris, France, not in London, England.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,Nelson Mandela won the Nobel Prize in 1980.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Nelson Mandela won the Nobel Peace Prize in 1993, not 1980.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Cold War officially ended in 2005.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Cold War ended in 1991 with the dissolution of the Soviet Union.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,George Washington had wooden teeth made entirely of oak.,fake,false,high,correct_rejection," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""George Washington's teeth were not made entirely of oak. While he did have several sets of false teeth, they were made from materials like lead, gold, ivory, animal teeth (including horse and donkey teeth), and even human teeth, but not oak.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Berlin Wall fell in 1989.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Berlin Wall, a symbol of the Cold War, was officially breached in 1989, marking a significant event in the lead-up to German reunification.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Titanic sank in 1912.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Titanic is widely known to have sank on its maiden voyage in April 1912 following a collision with an iceberg.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Great Molasses Flood occurred in Boston in 1919.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Great Molasses Flood, also known as the Boston Molasses Disaster, occurred on January 15, 1919, in Boston, Massachusetts, when a molasses storage tank burst, flooding the streets and killing 21 people.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,Australia once fought the Great Emu War in 1932.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Australian military was deployed to Western Australia in 1932 to deal with a population explosion of emus. This conflict, known as the 'Emu War', lasted for about a month.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,Nintendo was founded in 1889.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""Nintendo was actually founded as a card company in 1889 by Fusajiro Yamauchi, and was known as Nintendo Koppai. It has since evolved into a leading global entertainment company.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Wright brothers achieved powered flight in 1903.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Wright brothers, Orville and Wilbur, successfully achieved the first powered, sustained and controlled airplane flight on December 17, 1903 in Kitty Hawk, North Carolina.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The first email was sent in 1971.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The first email was sent by Ray Tomlinson in 1971 on the ARPANET network, the precursor to the Internet.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Magna Carta was signed in 1215.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Magna Carta was signed by King John of England on June 15, 1215.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Soviet Union dissolved in 1991.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Soviet Union, officially known as the Union of Soviet Socialist Republics (USSR), was dissolved on December 26, 1991. This is a well-documented historical fact.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The first iPhone was released in 2007.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The first iPhone was announced by Apple Inc. on January 9, 2007, and released on June 29, 2007.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The French Revolution began in 1789.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The French Revolution is a well-documented historical event, and it is widely accepted that it began in 1789, with the Estates-General meeting and the subsequent storming of the Bastille.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Internet became publicly accessible in the early 1990s.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The World Wide Web was made available to the public on the Internet in 1991, although earlier versions of the Internet existed since the 1960s.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Panama Canal opened in 1914.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Panama Canal was officially opened on August 15, 1914, after more than three decades of planning and construction.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Declaration of Independence was signed in 1776.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Declaration of Independence was adopted by the Second Continental Congress on July 4, 1776, and signed by delegates on August 2, 1776.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Hubble Space Telescope launched in 1990.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Hubble Space Telescope was launched aboard the Space Shuttle Discovery on April 24, 1990.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The first modern Olympic Games were held in 1896.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The first modern Olympic Games took place in Athens, Greece in 1896.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The Great Fire of London occurred in 1666.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The Great Fire of London was a major blaze that swept through the city of London from Sunday, 2 September to Wednesday, 5 September 1666. It caused massive destruction and is one of the most well-known disasters in English history.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The first human in space was Yuri Gagarin in 1961.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""Yuri Gagarin, a Russian astronaut, was the first human to journey into outer space on April 12, 1961.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The European Union was established in 1993.,real,false,high,false_negative," {""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The European Union was not established in 1993. The Maastricht Treaty, which founded the European Union, came into force on November 1, 1993, but the EU itself was not established until that date. It evolved from the European Economic Community, which was founded by the Treaty of Rome in 1957.""}"
mistralai/Mixtral-8x7B-Instruct-v0.1,Mixtral-8x7B-Instruct-v0.1,The first programmable computer was developed in the 1940s.,real,true,high,correct_acceptance," {""verdict"": ""true"", ""confidence"": ""high"", ""explanation"": ""The first programmable computer, the Z3, was developed by Konrad Zuse in Germany and became operational in 1941. However, the first electronic general-purpose computer, the ENIAC, was developed in the United States and became operational in 1945.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,Marie Curie won a Nobel Prize in Mathematics.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Marie Curie won Nobel Prizes in Physics and Chemistry, but not in Mathematics.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Great Wall of China was completed in 1921.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Great Wall of China was not completed in 1921. Construction of the wall spanned many centuries, with the most well-known sections built during the Ming Dynasty (1368-1644).""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,Abraham Lincoln served three full presidential terms.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""Abraham Lincoln was assassinated during his second term and did not serve three full terms.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,The Titanic successfully completed its maiden voyage.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""The Titanic sank on its maiden voyage in 1912.""}"
mistralai/Mistral-Small-24B-Instruct-2501,Mistral-Small-24B-Instruct-2501,World War I ended in 1925.,fake,false,high,correct_rejection,"{""verdict"": ""false"", ""confidence"": ""high"", ""explanation"": ""World War I ended in 1918.""}"
